quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio,cd_ratio,cd_ratio_category,deposits_per_branch_crore,credit_per_branch_crore
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Rural,Commercial Branches,4,81.56,62.28,76.35,76.36,Optimal Deployment,20.39,15.57
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Rural,Specialized Credit Cells,4,272.23,215.75,79.25,79.25,Optimal Deployment,68.06,53.94
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Semi-Urban,Commercial Branches,12,865.98,579.57,,66.93,Moderate Deployment,72.17,48.3
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Semi-Urban,Specialized Credit Cells,13,529.07,400.41,75.68,75.68,Optimal Deployment,40.7,30.8
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Urban,Commercial Branches,19,1851.77,1306.24,70.54,70.54,Moderate Deployment,97.46,68.75
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Urban,Specialized Credit Cells,21,1553.49,1227.68,79.03,79.03,Optimal Deployment,73.98,58.46
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Metropolitan,Commercial Branches,36,3812.18,3562.83,93.46,93.46,Strained (High Credit Deployment),105.89,98.97
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Private Sector Banks,Metropolitan,Specialized Credit Cells,68,4131.46,3980.34,96.34,96.34,Strained (High Credit Deployment),60.76,58.53
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Rural,Commercial Branches,1,7.66,5.4,70.46,70.5,Moderate Deployment,7.66,5.4
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Rural,Specialized Credit Cells,1,8.25,6.46,78.31,78.3,Optimal Deployment,8.25,6.46
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Semi-Urban,Commercial Branches,1,18.86,13.99,74.18,74.18,Moderate Deployment,18.86,13.99
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,12.02,10.73,89.27,89.27,Strained (High Credit Deployment),12.02,10.73
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Urban,Commercial Branches,4,684.89,497.13,72.59,72.59,Moderate Deployment,171.22,124.28
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Urban,Specialized Credit Cells,4,447.08,308.4,68.98,68.98,Moderate Deployment,111.77,77.1
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Metropolitan,Commercial Branches,21,1439.35,1230.25,85.47,85.47,Strained (High Credit Deployment),68.54,58.58
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Foreign Banks,Metropolitan,Specialized Credit Cells,22,854.36,759.11,88.85,88.85,Strained (High Credit Deployment),38.83,34.51
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Rural,Commercial Branches,1,36.27,23.88,65.85,65.84,Moderate Deployment,36.27,23.88
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Rural,Specialized Credit Cells,1,27.85,20.06,72.04,72.03,Moderate Deployment,27.85,20.06
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Semi-Urban,Commercial Branches,1,115.88,97.43,84.08,84.08,Optimal Deployment,115.88,97.43
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,65.89,47.7,72.39,72.39,Moderate Deployment,65.89,47.7
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Urban,Commercial Branches,4,224.37,165.61,73.81,73.81,Moderate Deployment,56.09,41.4
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Urban,Specialized Credit Cells,4,190.88,149.12,78.12,78.12,Optimal Deployment,47.72,37.28
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Metropolitan,Commercial Branches,7,575.4,550.76,95.72,95.72,Strained (High Credit Deployment),82.2,78.68
FY2018-Q2,Southern,Andhra Pradesh,Kurnool,Regional Rural Banks,Metropolitan,Specialized Credit Cells,3,435.17,424.26,97.49,97.49,Strained (High Credit Deployment),145.06,141.42
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Rural,Commercial Branches,6,363.05,298.49,82.22,82.22,Optimal Deployment,60.51,49.75
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Rural,Specialized Credit Cells,5,603.38,370.58,61.42,61.42,Moderate Deployment,120.68,74.12
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Semi-Urban,Commercial Branches,9,920.79,777.91,84.48,84.48,Optimal Deployment,102.31,86.43
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Semi-Urban,Specialized Credit Cells,18,931.28,787.93,84.61,84.61,Optimal Deployment,51.74,43.77
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Urban,Commercial Branches,19,2131.55,1563.78,73.36,73.36,Moderate Deployment,112.19,82.3
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Urban,Specialized Credit Cells,33,2175.95,1447.58,66.53,66.53,Moderate Deployment,65.94,43.87
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Metropolitan,Commercial Branches,67,3211.17,2969.57,92.48,92.48,Strained (High Credit Deployment),47.93,44.32
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Public Sector Banks,Metropolitan,Specialized Credit Cells,31,3267.4,2774.47,84.91,84.91,Optimal Deployment,105.4,89.5
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Rural,Commercial Branches,3,321.14,311.18,74.84,96.9,Strained (High Credit Deployment),107.05,103.73
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Rural,Specialized Credit Cells,5,285.29,221.73,77.72,77.72,Optimal Deployment,57.06,44.35
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Semi-Urban,Commercial Branches,7,751.83,556.4,74.01,74.01,Moderate Deployment,107.4,79.49
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Semi-Urban,Specialized Credit Cells,12,681.84,551.21,,80.84,Optimal Deployment,56.82,45.93
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Urban,Commercial Branches,15,696.92,589.81,84.63,84.63,Optimal Deployment,46.46,39.32
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Urban,Specialized Credit Cells,24,1172.16,797.09,68.0,68.0,Moderate Deployment,48.84,33.21
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Metropolitan,Commercial Branches,72,2534.69,2317.72,91.44,91.44,Strained (High Credit Deployment),35.2,32.19
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Private Sector Banks,Metropolitan,Specialized Credit Cells,36,1243.57,1193.14,95.94,95.94,Strained (High Credit Deployment),34.54,33.14
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Rural,Commercial Branches,1,5.63,4.48,79.54,79.57,Optimal Deployment,5.63,4.48
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Rural,Specialized Credit Cells,1,5.58,4.21,75.48,75.45,Optimal Deployment,5.58,4.21
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Semi-Urban,Commercial Branches,1,11.42,8.35,73.14,73.12,Moderate Deployment,11.42,8.35
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,10.38,7.81,75.26,75.24,Optimal Deployment,10.38,7.81
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Urban,Commercial Branches,7,448.46,4923.9,73.2,1097.96,Strained (High Credit Deployment),64.07,703.41
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Urban,Specialized Credit Cells,7,361.91,303.41,83.84,83.84,Optimal Deployment,51.7,43.34
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Metropolitan,Commercial Branches,18,969.51,954.65,98.47,98.47,Strained (High Credit Deployment),53.86,53.04
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Foreign Banks,Metropolitan,Specialized Credit Cells,7,1543.67,1410.83,91.39,91.39,Strained (High Credit Deployment),220.52,201.55
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Rural,Commercial Branches,1,34.67,23.75,68.49,68.5,Moderate Deployment,34.67,23.75
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Rural,Specialized Credit Cells,1,77.39,57.75,74.62,74.62,Moderate Deployment,77.39,57.75
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Semi-Urban,Commercial Branches,1,133.63,98.18,73.47,73.47,Moderate Deployment,133.63,98.18
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,96.02,67.35,70.15,70.14,Moderate Deployment,96.02,67.35
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Urban,Commercial Branches,3,292.65,230.52,78.77,78.77,Optimal Deployment,97.55,76.84
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Urban,Specialized Credit Cells,3,283.16,238.88,84.36,84.36,Optimal Deployment,94.39,79.63
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Metropolitan,Commercial Branches,7,548.74,487.47,88.83,88.83,Strained (High Credit Deployment),78.39,69.64
FY2018-Q2,Southern,Andhra Pradesh,Tirupati,Regional Rural Banks,Metropolitan,Specialized Credit Cells,5,650.05,559.18,86.02,86.02,Strained (High Credit Deployment),130.01,111.84
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Rural,Commercial Branches,10,242.35,189.19,78.07,78.06,Optimal Deployment,24.24,18.92
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Rural,Specialized Credit Cells,4,322.68,229.42,71.1,71.1,Moderate Deployment,80.67,57.36
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Semi-Urban,Commercial Branches,14,768.96,543.75,70.71,70.71,Moderate Deployment,54.93,38.84
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Semi-Urban,Specialized Credit Cells,14,1048.88,744.72,71.0,71.0,Moderate Deployment,74.92,53.19
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Urban,Commercial Branches,8,2352.03,1902.74,80.9,80.9,Optimal Deployment,294.0,237.84
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Urban,Specialized Credit Cells,19,1691.95,1656.8,86.38,97.92,Strained (High Credit Deployment),89.05,87.2
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Metropolitan,Commercial Branches,40,2591.78,2378.02,91.75,91.75,Strained (High Credit Deployment),64.79,59.45
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Public Sector Banks,Metropolitan,Specialized Credit Cells,58,2642.25,2633.14,99.66,99.66,Strained (High Credit Deployment),45.56,45.4
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Rural,Commercial Branches,3,269.42,218.22,,81.0,Optimal Deployment,89.81,72.74
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Rural,Specialized Credit Cells,2,190.03,132.56,69.76,69.76,Moderate Deployment,95.02,66.28
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Semi-Urban,Commercial Branches,6,860.69,615.18,71.47,71.48,Moderate Deployment,143.45,102.53
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Semi-Urban,Specialized Credit Cells,8,532.91,404.42,75.89,75.89,Optimal Deployment,66.61,50.55
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Urban,Commercial Branches,35,943.02,704.05,74.66,74.66,Moderate Deployment,26.94,20.12
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Urban,Specialized Credit Cells,15,1149.92,909.7,,79.11,Optimal Deployment,76.66,60.65
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Metropolitan,Commercial Branches,43,3718.4,3077.72,82.77,82.77,Optimal Deployment,86.47,71.57
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Private Sector Banks,Metropolitan,Specialized Credit Cells,43,1787.54,1747.66,97.77,97.77,Strained (High Credit Deployment),41.57,40.64
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Rural,Commercial Branches,1,8.01,6.38,79.62,79.65,Optimal Deployment,8.01,6.38
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Rural,Specialized Credit Cells,1,9.1,6.77,74.41,74.4,Moderate Deployment,9.1,6.77
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Semi-Urban,Commercial Branches,1,5.66,4.63,81.74,81.8,Optimal Deployment,5.66,4.63
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,12.13,7.8,64.28,64.3,Moderate Deployment,12.13,7.8
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Urban,Commercial Branches,5,294.15,227.87,77.47,77.47,Optimal Deployment,58.83,45.57
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Urban,Specialized Credit Cells,5,321.12,244.94,76.28,76.28,Optimal Deployment,64.22,48.99
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Metropolitan,Commercial Branches,10,869.08,734.79,84.55,84.55,Optimal Deployment,86.91,73.48
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Foreign Banks,Metropolitan,Specialized Credit Cells,12,1678.24,1641.34,97.8,97.8,Strained (High Credit Deployment),139.85,136.78
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Rural,Commercial Branches,1,17.09,13.98,81.77,81.8,Optimal Deployment,17.09,13.98
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Rural,Specialized Credit Cells,1,39.59,28.61,72.27,72.27,Moderate Deployment,39.59,28.61
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Semi-Urban,Commercial Branches,2,112.54,85.52,75.99,75.99,Optimal Deployment,56.27,42.76
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,121.95,95.88,78.63,78.62,Optimal Deployment,121.95,95.88
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Urban,Commercial Branches,2,238.01,185.02,77.74,77.74,Optimal Deployment,119.0,92.51
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Urban,Specialized Credit Cells,3,334.35,218.67,65.4,65.4,Moderate Deployment,111.45,72.89
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Metropolitan,Commercial Branches,9,404.91,371.45,91.74,91.74,Strained (High Credit Deployment),44.99,41.27
FY2018-Q2,North-Eastern,Assam,Kamrup Metropolitan,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7,185.69,153.32,82.57,82.57,Optimal Deployment,26.53,21.9
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Rural,Commercial Branches,6,186.04,129.55,69.64,69.64,Moderate Deployment,31.01,21.59
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Rural,Specialized Credit Cells,6,440.69,302.24,68.58,68.58,Moderate Deployment,73.45,50.37
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Semi-Urban,Commercial Branches,13,335.89,264.12,78.63,78.63,Optimal Deployment,25.84,20.32
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Semi-Urban,Specialized Credit Cells,9,1083.46,851.52,78.59,78.59,Optimal Deployment,120.38,94.61
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Urban,Commercial Branches,17,2426.78,1649.22,67.96,67.96,Moderate Deployment,142.75,97.01
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Urban,Specialized Credit Cells,19,2202.95,1807.82,82.06,82.06,Optimal Deployment,115.94,95.15
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Metropolitan,Commercial Branches,81,1351.28,1279.61,94.7,94.7,Strained (High Credit Deployment),16.68,15.8
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Public Sector Banks,Metropolitan,Specialized Credit Cells,40,3890.08,3354.26,86.23,86.23,Strained (High Credit Deployment),97.25,83.86
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Rural,Commercial Branches,6,199.85,155.76,77.94,77.94,Optimal Deployment,33.31,25.96
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Rural,Specialized Credit Cells,4,169.24,115.77,68.4,68.41,Moderate Deployment,42.31,28.94
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Semi-Urban,Commercial Branches,7,651.62,548.84,84.23,84.23,Optimal Deployment,93.09,78.41
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Semi-Urban,Specialized Credit Cells,5,708.45,535.5,75.59,75.59,Optimal Deployment,141.69,107.1
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Urban,Commercial Branches,26,1535.2,1354.09,88.2,88.2,Strained (High Credit Deployment),59.05,52.08
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Urban,Specialized Credit Cells,14,2359.75,1775.74,,75.25,Optimal Deployment,168.55,126.84
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Metropolitan,Commercial Branches,14,1845.81,1955.49,105.94,105.94,Strained (High Credit Deployment),131.84,139.68
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Private Sector Banks,Metropolitan,Specialized Credit Cells,32,2294.68,2133.77,92.99,92.99,Strained (High Credit Deployment),71.71,66.68
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Rural,Commercial Branches,1,8.36,6.08,72.67,72.73,Moderate Deployment,8.36,6.08
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Rural,Specialized Credit Cells,1,6.89,5.42,78.69,78.66,Optimal Deployment,6.89,5.42
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Semi-Urban,Commercial Branches,1,21.54,13.17,61.15,61.14,Moderate Deployment,21.54,13.17
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,16.47,11.85,71.94,71.95,Moderate Deployment,16.47,11.85
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Urban,Commercial Branches,7,322.58,274.53,85.11,85.1,Strained (High Credit Deployment),46.08,39.22
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Urban,Specialized Credit Cells,8,407.84,270.62,66.35,66.35,Moderate Deployment,50.98,33.83
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Metropolitan,Commercial Branches,10,1724.47,1651.65,95.78,95.78,Strained (High Credit Deployment),172.45,165.17
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Foreign Banks,Metropolitan,Specialized Credit Cells,13,961.6,996.83,103.66,103.66,Strained (High Credit Deployment),73.97,76.68
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Rural,Commercial Branches,1,45.61,32.82,71.96,71.96,Moderate Deployment,45.61,32.82
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Rural,Specialized Credit Cells,1,21.44,17.71,82.59,82.6,Optimal Deployment,21.44,17.71
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Semi-Urban,Commercial Branches,2,92.36,69.65,75.41,75.41,Optimal Deployment,46.18,34.83
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,147.74,114.08,77.21,77.22,Optimal Deployment,147.74,114.08
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Urban,Commercial Branches,1,308.58,210.53,68.23,68.23,Moderate Deployment,308.58,210.53
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Urban,Specialized Credit Cells,3,131.57,95.69,72.73,72.73,Moderate Deployment,43.86,31.9
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Metropolitan,Commercial Branches,6,376.13,331.74,,88.2,Strained (High Credit Deployment),62.69,55.29
FY2018-Q2,North-Eastern,Assam,Dibrugarh,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6,577.92,523.19,90.53,90.53,Strained (High Credit Deployment),96.32,87.2
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Rural,Commercial Branches,4,413.03,345.46,83.64,83.64,Optimal Deployment,103.26,86.36
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Rural,Specialized Credit Cells,3,355.28,258.05,72.63,72.63,Moderate Deployment,118.43,86.02
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Semi-Urban,Commercial Branches,9,784.81,607.56,77.41,77.41,Optimal Deployment,87.2,67.51
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Semi-Urban,Specialized Credit Cells,11,593.1,401.41,67.68,67.68,Moderate Deployment,53.92,36.49
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Urban,Commercial Branches,24,971.52,730.34,75.17,75.17,Optimal Deployment,40.48,30.43
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Urban,Specialized Credit Cells,19,1908.34,1377.04,72.16,72.16,Moderate Deployment,100.44,72.48
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Metropolitan,Commercial Branches,67,2457.54,2491.83,101.4,101.4,Strained (High Credit Deployment),36.68,37.19
FY2018-Q2,North-Eastern,Assam,Silchar,Public Sector Banks,Metropolitan,Specialized Credit Cells,36,2865.59,2648.17,92.41,92.41,Strained (High Credit Deployment),79.6,73.56
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Rural,Commercial Branches,5,315.93,319.32,83.56,101.07,Strained (High Credit Deployment),63.19,63.86
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Rural,Specialized Credit Cells,4,340.31,265.21,77.93,77.93,Optimal Deployment,85.08,66.3
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Semi-Urban,Commercial Branches,9,644.84,533.21,,82.69,Optimal Deployment,71.65,59.25
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Semi-Urban,Specialized Credit Cells,9,395.63,320.04,80.89,80.89,Optimal Deployment,43.96,35.56
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Urban,Commercial Branches,21,1035.9,965.12,93.17,93.17,Strained (High Credit Deployment),49.33,45.96
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Urban,Specialized Credit Cells,33,1661.63,1183.98,71.25,71.25,Moderate Deployment,50.35,35.88
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Metropolitan,Commercial Branches,72,4511.12,3914.75,86.78,86.78,Strained (High Credit Deployment),62.65,54.37
FY2018-Q2,North-Eastern,Assam,Silchar,Private Sector Banks,Metropolitan,Specialized Credit Cells,54,2764.19,2549.19,92.22,92.22,Strained (High Credit Deployment),51.19,47.21
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Rural,Commercial Branches,1,5.0,3.89,77.71,77.8,Optimal Deployment,5.0,3.89
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,3.01,60.18,60.2,Moderate Deployment,5.0,3.01
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Semi-Urban,Commercial Branches,1,17.97,13.45,74.85,74.85,Moderate Deployment,17.97,13.45
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,7.78,6.3,80.93,80.98,Optimal Deployment,7.78,6.3
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Urban,Commercial Branches,8,313.32,221.86,70.81,70.81,Moderate Deployment,39.16,27.73
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Urban,Specialized Credit Cells,6,523.57,342.07,65.33,65.33,Moderate Deployment,87.26,57.01
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Metropolitan,Commercial Branches,20,919.89,875.22,95.14,95.14,Strained (High Credit Deployment),45.99,43.76
FY2018-Q2,North-Eastern,Assam,Silchar,Foreign Banks,Metropolitan,Specialized Credit Cells,8,564.35,491.44,87.08,87.08,Strained (High Credit Deployment),70.54,61.43
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Rural,Commercial Branches,1,24.24,17.74,73.2,73.18,Moderate Deployment,24.24,17.74
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Rural,Specialized Credit Cells,1,62.06,46.59,75.07,75.07,Optimal Deployment,62.06,46.59
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Semi-Urban,Commercial Branches,1,58.4,47.87,81.97,81.97,Optimal Deployment,58.4,47.87
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,54.82,46.92,85.59,85.59,Strained (High Credit Deployment),27.41,23.46
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Urban,Commercial Branches,2,177.02,130.96,73.98,73.98,Moderate Deployment,88.51,65.48
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Urban,Specialized Credit Cells,4,232.14,146.19,62.97,62.97,Moderate Deployment,58.04,36.55
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Metropolitan,Commercial Branches,9,281.65,305.72,108.55,108.55,Strained (High Credit Deployment),31.29,33.97
FY2018-Q2,North-Eastern,Assam,Silchar,Regional Rural Banks,Metropolitan,Specialized Credit Cells,10,418.58,359.86,85.97,85.97,Strained (High Credit Deployment),41.86,35.99
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Rural,Commercial Branches,6,330.0,288.79,87.51,87.51,Strained (High Credit Deployment),55.0,48.13
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Rural,Specialized Credit Cells,3,310.68,216.45,69.67,69.67,Moderate Deployment,103.56,72.15
FY2018-Q2,North-Eastern,Assam,Jorhat,Public Sector Banks,Semi-Urban,Commercial Branches,14,1088.04,798.19,73.36,73.36,Moderate Deployment,77.72,57.01
