quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio
FY2022-Q4,Northern,  haryana,Hisar,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,111.67,72.36,64.8
FY2022-Q4,Northern,Haryana,Hisar,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,3.0,283.59,191.66,67.58
FY2022-Q4,Northern,Haryana,Hisar,Regional Rural Banks,Urban,Commercial Branches,3.0,388.15,306.01,
FY2022-Q4,Northern,Haryana,Hisar,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,233.53,174.5,74.72
FY2022-Q4,Northern,Haryana,Hisar,Regional Rural Banks,Metropolitan,Commercial Branches,5.0,921.7,917.29,99.52
FY2022-Q4,Northern,Haryana,Hisar,Regional Rural Banks,Metropolitan,Specialized Credit Cells,5.0,545.23,563.24,
FY2022-Q4,Northern,Haryana,Panipat,Public Sector Banks,Rural,Commercial Branches,4.0,462.24,365.02,
FY2022-Q4,Northern,Haryana,Panipat,Public Sector Banks,Rural,Specialized Credit Cells,5.0,610.62,438.55,71.82
FY2022-Q4,Northern,Haryana,Panipat,Public Sector Banks,Semi-Urban,Commercial Branches,12.0,2585.28,1815.99,70.24
FY2022-Q4,Northern,Haryana,Panipat,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12.0,847.85,614.55,72.48
FY2022-Q4,Northern,Haryana,Panipat,Public Sector Banks,Urban,Commercial Branches,24.0,2339.82,1659.53,70.93
FY2022-Q4,Northern,Haryana,PANIPAT,Public Sector Banks,Urban,Specialized Credit Cells,30.0,3640.5,3119.42,85.69
FY2022-Q4,Northern,Haryana,Panipat,Public Sector Banks,Metropolitan,Commercial Branches,54.0,4155.4,3221.14,77.52
FY2022-Q4,Northern,Haryana,Panipat,Public Sector Banks,Metropolitan,Specialized Credit Cells,40.0,4996.3,4335.84,86.78
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Rural,Commercial Branches,5.0,289.84,220.34,76.02
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Rural,Specialized Credit Cells,1.0,508.51,367.26,72.22
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Semi-Urban,Commercial Branches,8.0,780.77,600.18,
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Semi-Urban,Specialized Credit Cells,17.0,862.92,687.6,
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Urban,Commercial Branches,21.0,1280.96,1006.7,78.59
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Urban,Specialized Credit Cells,31.0,2795.86,2277.52,81.46
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Metropolitan,Commercial Branches,32.0,4153.91,3973.07,
FY2022-Q4,Northern,Haryana,Panipat,Private Sector Banks,Metropolitan,Specialized Credit Cells,43.0,4332.46,3735.81,86.23
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Rural,Commercial Branches,1.0,12.83,9.4,73.3
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Rural,Specialized Credit Cells,1.0,10.72,8.24,76.84
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Semi-Urban,Commercial Branches,1.0,21.9,12.98,59.26
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,13.12,11.35,86.53
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Urban,Commercial Branches,7.0,363.62,263.37,72.43
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Urban,Specialized Credit Cells,7.0,759.29,617.68,81.35
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Metropolitan,Commercial Branches,21.0,2141.33,1914.29,89.4
FY2022-Q4,Northern,Haryana,Panipat,Foreign Banks,Metropolitan,Specialized Credit Cells,,1244.01,1285.32,103.32
FY2022-Q4,Northern,Haryana,Panipat,Regional Rural Banks,Rural,Commercial Branches,1.0,119.82,84.56,70.57
FY2022-Q4,Northern,Haryana,Panipat,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,106.65,82.18,77.06
FY2022-Q4,Northern,Haryana,Panipat,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,201.79,152.6,75.62
FY2022-Q4,Northern,Haryana,PANIPAT,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,176.87,121.3,
FY2022-Q4,Northern,HARYANA ,Panipat,Regional Rural Banks,Urban,Commercial Branches,4.0,492.57,311.26,63.19
FY2022-Q4,Northern,Haryana,Panipat,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,376.08,251.78,66.95
FY2022-Q4,Northern,Haryana,Panipat,Regional Rural Banks,Metropolitan,Commercial Branches,4.0,338.27,344.83,101.94
FY2022-Q4,Northern,Haryana,Panipat,Regional Rural Banks,Metropolitan,Specialized Credit Cells,4.0,531.99,466.69,87.73
FY2022-Q4,Northern,  haryana,Ambala,Public Sector Banks,Rural,Commercial Branches,7.0,852.61,587.08,68.86
FY2022-Q4,Northern,Haryana,Ambala,Public Sector Banks,Rural,Specialized Credit Cells,4.0,589.95,473.07,80.19
FY2022-Q4,Northern,Haryana,Ambala,Public Sector Banks,Semi-Urban,Commercial Branches,13.0,1385.8,1086.06,78.37
FY2022-Q4,Northern,Haryana,Ambala,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1667.42,1294.77,77.65
FY2022-Q4,Northern,Haryana,Ambala,Public Sector Banks,Urban,Commercial Branches,37.0,1141.97,,82.72
FY2022-Q4,Northern,Haryana,AMBALA,Public Sector Banks,Urban,Specialized Credit Cells,33.0,2407.43,1784.39,74.12
FY2022-Q4,Northern,Haryana,Ambala,Public Sector Banks,Metropolitan,Commercial Branches,94.0,5994.32,5781.61,96.45
FY2022-Q4,Northern,Haryana,Ambala,Public Sector Banks,Metropolitan,Specialized Credit Cells,63.0,7261.98,7111.89,97.93
FY2022-Q4,Northern,Haryana,Ambala,Private Sector Banks,Rural,Commercial Branches,3.0,450.24,345.46,76.73
FY2022-Q4,Northern,Haryana,Ambala,Private Sector Banks,Rural,Specialized Credit Cells,3.0,610.53,462.93,75.82
FY2022-Q4,Northern,Haryana,Ambala,Private Sector Banks,Semi-Urban,Commercial Branches,10.0,1323.11,1042.17,78.77
FY2022-Q4,Northern,Haryana,Ambala,Private Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1240.23,855.05,68.94
FY2022-Q4,Northern,Haryana,Ambala,Private Sector Banks,Urban,Commercial Branches,17.0,2337.81,1553.65,66.46
FY2022-Q4,Northern,Haryana,Ambala,Private Sector Banks,Urban,Specialized Credit Cells,17.0,2704.93,2049.46,75.77
FY2022-Q4,Northern,HARYANA ,Ambala,Private Sector Banks,Metropolitan,Commercial Branches,75.0,4175.89,4023.62,96.35
FY2022-Q4,Northern,  haryana,Ambala,Private Sector Banks,Metropolitan,Specialized Credit Cells,64.0,4087.19,3711.96,90.82
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Rural,Commercial Branches,1.0,14.85,11.61,78.17
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Rural,Specialized Credit Cells,1.0,11.7,8.51,72.74
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Semi-Urban,Commercial Branches,1.0,31.11,22.69,72.94
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,27.56,22.54,81.78
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Urban,Commercial Branches,11.0,1091.78,687.98,63.01
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Urban,Specialized Credit Cells,8.0,618.33,504.46,81.58
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Metropolitan,Commercial Branches,14.0,1282.49,1143.39,89.15
FY2022-Q4,Northern,Haryana,Ambala,Foreign Banks,Metropolitan,Specialized Credit Cells,15.0,1100.19,993.53,90.3
FY2022-Q4,Northern,Haryana,Ambala,Regional Rural Banks,Rural,Commercial Branches,1.0,48.49,34.81,71.8
FY2022-Q4,Northern,Haryana,Ambala,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,107.9,90.75,84.1
FY2022-Q4,Northern,Haryana,Ambala,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,216.73,168.59,77.79
FY2022-Q4,Northern,Haryana,Ambala,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,155.47,117.02,75.27
FY2022-Q4,Northern,Haryana,Ambala,Regional Rural Banks,Urban,Commercial Branches,3.0,390.05,294.95,75.62
FY2022-Q4,Northern,Haryana,Ambala,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,410.91,309.27,75.27
FY2022-Q4,Northern,HARYANA ,Ambala,Regional Rural Banks,Metropolitan,Commercial Branches,4.0,694.17,676.12,97.4
FY2022-Q4,Northern,Haryana,Ambala,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9.0,819.66,732.5,
FY2022-Q4,Northern,Haryana,Karnal,Public Sector Banks,Rural,Commercial Branches,4.0,903.96,637.25,70.5
FY2022-Q4,Northern,Haryana,Karnal,Public Sector Banks,Rural,Specialized Credit Cells,8.0,702.12,509.66,72.59
FY2022-Q4,Northern,Haryana,Karnal,Public Sector Banks,Semi-Urban,Commercial Branches,15.0,1283.69,991.11,77.21
FY2022-Q4,Northern,Haryana,Karnal,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1124.63,952.06,84.66
FY2022-Q4,Northern,Haryana,Karnal,Public Sector Banks,Urban,Commercial Branches,19.0,3684.78,2897.58,78.64
FY2022-Q4,Northern,Haryana,Karnal,Public Sector Banks,Urban,Specialized Credit Cells,15.0,1594.94,1277.19,80.08
FY2022-Q4,Northern,Haryana,Karnal,Public Sector Banks,Metropolitan,Commercial Branches,58.0,5098.82,4656.28,91.32
FY2022-Q4,Northern,Haryana,KARNAL,Public Sector Banks,Metropolitan,Specialized Credit Cells,36.0,4970.32,5254.23,105.71
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Rural,Commercial Branches,4.0,180.81,141.74,78.39
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Rural,Specialized Credit Cells,6.0,510.54,352.73,69.09
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Semi-Urban,Commercial Branches,8.0,797.4,609.11,76.39
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Semi-Urban,Specialized Credit Cells,13.0,919.85,734.22,79.82
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Urban,Commercial Branches,22.0,2942.59,2385.43,81.07
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Urban,Specialized Credit Cells,24.0,1702.91,1392.69,81.78
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Metropolitan,Commercial Branches,46.0,5779.91,6181.61,106.95
FY2022-Q4,Northern,Haryana,Karnal,Private Sector Banks,Metropolitan,Specialized Credit Cells,54.0,4662.34,4297.56,92.18
FY2022-Q4,Northern,Haryana,KARNAL,Foreign Banks,Rural,Commercial Branches,1.0,5.0,4.1,81.99
FY2022-Q4,Northern,Haryana,Karnal,Foreign Banks,Rural,Specialized Credit Cells,1.0,8.43,6.33,75.07
FY2022-Q4,Northern,Haryana,Karnal,Foreign Banks,Semi-Urban,Commercial Branches,1.0,28.02,22.79,81.35
FY2022-Q4,Northern,Haryana,Karnal,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,16.9,12.29,
FY2022-Q4,Northern,Haryana,Karnal,Foreign Banks,Urban,Commercial Branches,5.0,581.21,493.83,84.97
FY2022-Q4,Northern,Haryana,Karnal,Foreign Banks,Urban,Specialized Credit Cells,8.0,616.43,498.26,80.83
FY2022-Q4,Northern,Haryana,Karnal,Foreign Banks,Metropolitan,Commercial Branches,7.0,1405.92,1351.68,96.14
FY2022-Q4,Northern,Haryana,Karnal,Foreign Banks,Metropolitan,Specialized Credit Cells,14.0,1825.88,1692.04,92.67
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Rural,Commercial Branches,1.0,80.26,63.42,79.02
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,112.28,89.32,79.55
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,192.75,144.97,75.21
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,70.79,54.46,76.94
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Urban,Commercial Branches,2.0,348.86,267.33,76.63
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,375.15,258.39,68.88
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Metropolitan,Commercial Branches,5.0,782.3,735.46,94.01
FY2022-Q4,Northern,Haryana,Karnal,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6.0,588.01,531.86,90.45
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Rural,Commercial Branches,8.0,771.18,650.43,84.34
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Rural,Specialized Credit Cells,8.0,526.32,381.89,72.56
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Semi-Urban,Commercial Branches,12.0,1527.53,1141.41,74.72
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,1498.89,1288.21,85.94
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Urban,Commercial Branches,33.0,4438.99,3317.29,74.73
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Urban,Specialized Credit Cells,19.0,2544.28,1729.05,67.96
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Metropolitan,Commercial Branches,40.0,7482.36,6753.7,90.26
FY2022-Q4,Eastern,Odisha,Khordha,Public Sector Banks,Metropolitan,Specialized Credit Cells,22.0,3716.26,3651.88,98.27
FY2022-Q4,Eastern,Odisha,Khordha,Private Sector Banks,Rural,Commercial Branches,4.0,324.48,212.95,65.63
FY2022-Q4,Eastern,Odisha,Khordha,Private Sector Banks,Rural,Specialized Credit Cells,2.0,464.97,352.35,75.78
FY2022-Q4,Eastern,Odisha,Khordha,Private Sector Banks,Semi-Urban,Commercial Branches,5.0,1472.39,1070.52,72.71
FY2022-Q4,Eastern,  odisha,Khordha,Private Sector Banks,Semi-Urban,Specialized Credit Cells,8.0,806.00,656.13,81.41
FY2022-Q4,Eastern,Odisha,Khordha,Private Sector Banks,Urban,Commercial Branches,12.0,3304.46,2799.2,84.71
FY2022-Q4,Eastern,Odisha,Khordha,Private Sector Banks,Urban,Specialized Credit Cells,17.0,"2,749.64",2175.28,79.11
FY2022-Q4,Eastern,Odisha,Khordha,Private Sector Banks,Metropolitan,Commercial Branches,46.0,5155.84,4796.2,93.02
FY2022-Q4,Eastern,Odisha,Khordha,Private Sector Banks,Metropolitan,Specialized Credit Cells,32.0,3144.76,2445.59,77.77
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Rural,Commercial Branches,1.0,16.37,12.25,74.8
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Rural,Specialized Credit Cells,1.0,11.91,9.0,75.56
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Semi-Urban,Commercial Branches,1.0,29.7,20.71,69.75
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,,20.96,69.4
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Urban,Commercial Branches,4.0,484.44,365.03,75.35
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Urban,Specialized Credit Cells,6.0,900.54,656.63,72.91
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Metropolitan,Commercial Branches,14.0,2103.68,1860.31,88.43
FY2022-Q4,Eastern,Odisha,Khordha,Foreign Banks,Metropolitan,Specialized Credit Cells,,949.19,820.74,86.47
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Rural,Commercial Branches,1.0,43.52,35.78,82.21
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,62.01,43.09,69.5
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,137.54,109.82,79.84
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,107.99,76.75,71.07
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Urban,Commercial Branches,3.0,509.03,346.64,68.1
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,384.79,314.03,81.61
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Metropolitan,Commercial Branches,9.0,625.8,554.26,88.57
FY2022-Q4,Eastern,Odisha,Khordha,Regional Rural Banks,Metropolitan,Specialized Credit Cells,4.0,703.78,714.82,101.57
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Rural,Commercial Branches,6.0,650.51,542.07,83.33
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Rural,Specialized Credit Cells,6.0,585.42,473.01,80.8
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Semi-Urban,Commercial Branches,5.0,1088.41,980.52,90.09
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Semi-Urban,Specialized Credit Cells,20.0,1394.61,962.01,
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Urban,Commercial Branches,26.0,"2,723.20",2143.86,78.73
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Urban,Specialized Credit Cells,28.0,2598.61,1966.11,75.66
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Metropolitan,Commercial Branches,54.0,,5566.04,95.38
FY2022-Q4,Eastern,Odisha,Cuttack,Public Sector Banks,Metropolitan,Specialized Credit Cells,40.0,7540.3,6960.67,92.31
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Rural,Commercial Branches,8.0,181.37,143.09,78.89
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Rural,Specialized Credit Cells,4.0,265.33,194.75,73.4
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Semi-Urban,Commercial Branches,7.0,1481.24,1082.68,73.09
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7.0,1280.39,1010.65,78.93
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Urban,Commercial Branches,28.0,,1019.54,75.27
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Urban,Specialized Credit Cells,21.0,1637.82,949.39,57.97
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Metropolitan,Commercial Branches,68.0,3075.79,3369.36,109.54
FY2022-Q4,Eastern,Odisha,Cuttack,Private Sector Banks,Metropolitan,Specialized Credit Cells,32.0,3918.09,3387.47,86.46
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Rural,Commercial Branches,1.0,9.02,7.12,78.96
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Rural,Specialized Credit Cells,1.0,11.29,9.18,81.31
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Semi-Urban,Commercial Branches,1.0,15.56,12.4,79.72
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,24.0,21.12,87.98
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Urban,Commercial Branches,3.0,943.5,723.16,76.65
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Urban,Specialized Credit Cells,9.0,476.68,324.35,68.04
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Metropolitan,Commercial Branches,19.0,579.48,537.4,
FY2022-Q4,Eastern,Odisha,Cuttack,Foreign Banks,Metropolitan,Specialized Credit Cells,9.0,898.66,789.35,
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Rural,Commercial Branches,1.0,79.02,59.07,74.75
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,65.38,53.91,82.46
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Semi-Urban,Commercial Branches,,,137.28,71.73
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,205.88,179.35,87.11
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Urban,Commercial Branches,2.0,199.78,148.7,74.43
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Urban,Specialized Credit Cells,1.0,181.03,137.81,76.12
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Metropolitan,Commercial Branches,6.0,523.71,497.93,95.08
FY2022-Q4,Eastern,Odisha,Cuttack,Regional Rural Banks,Metropolitan,Specialized Credit Cells,4.0,796.51,764.82,96.02
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Rural,Commercial Branches,6.0,642.91,482.67,75.08
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Rural,Specialized Credit Cells,5.0,861.82,668.28,77.54
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Semi-Urban,Commercial Branches,15.0,629.52,458.77,72.88
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,2080.26,1595.62,76.7
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Urban,Commercial Branches,26.0,"3,514.21",2604.4,74.11
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Urban,Specialized Credit Cells,19.0,2069.1,1391.73,67.26
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Metropolitan,Commercial Branches,63.0,5470.58,5215.61,95.34
FY2022-Q4,Eastern,Odisha,Sundargarh,Public Sector Banks,Metropolitan,Specialized Credit Cells,45.0,3401.86,2606.12,76.61
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Rural,Commercial Branches,4.0,702.21,542.17,
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Rural,Specialized Credit Cells,3.0,582.03,424.76,72.98
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Semi-Urban,Commercial Branches,11.0,1641.64,1114.32,67.88
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7.0,1271.83,1060.36,83.37
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Urban,Commercial Branches,29.0,2365.96,1912.53,80.84
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Urban,Specialized Credit Cells,22.0,2216.76,1765.22,79.63
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Metropolitan,Commercial Branches,43.0,3064.29,2663.67,86.93
FY2022-Q4,Eastern,Odisha,Sundargarh,Private Sector Banks,Metropolitan,Specialized Credit Cells,46.0,2265.09,2012.16,88.83
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Rural,Commercial Branches,1.0,11.23,9.35,83.24
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Rural,Specialized Credit Cells,1.0,12.81,10.2,79.62
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Semi-Urban,Commercial Branches,1.0,28.53,17.25,60.46
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,18.24,14.84,81.34
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Urban,Commercial Branches,9.0,1305.43,952.38,72.96
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Urban,Specialized Credit Cells,5.0,440.18,355.25,80.71
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Metropolitan,Commercial Branches,14.0,1219.12,1122.17,92.05
FY2022-Q4,Eastern,Odisha,Sundargarh,Foreign Banks,Metropolitan,Specialized Credit Cells,13.0,1582.6,1570.93,99.26
FY2022-Q4,Eastern,Odisha,Sundargarh,Regional Rural Banks,Rural,Commercial Branches,1.0,77.01,61.48,79.84
FY2022-Q4,Eastern,Odisha,Sundargarh,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,78.16,62.63,80.13
FY2022-Q4,Eastern,Odisha,Sundargarh,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,171.83,157.49,91.66
FY2022-Q4,Eastern,Odisha,Sundargarh,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,138.58,108.66,78.41
FY2022-Q4,Eastern,Odisha,Sundargarh,Regional Rural Banks,Urban,Commercial Branches,4.0,571.99,470.7,82.29
FY2022-Q4,Eastern,Odisha,Sundargarh,Regional Rural Banks,Urban,Specialized Credit Cells,2.0,393.36,322.24,81.92
FY2022-Q4,Eastern,Odisha,Sundargarh,Regional Rural Banks,Metropolitan,Commercial Branches,8.0,638.85,587.08,91.9
FY2022-Q4,Eastern,ODISHA ,Sundargarh,Regional Rural Banks,Metropolitan,Specialized Credit Cells,10.0,780.74,715.74,91.67
FY2022-Q4,Eastern,Odisha,GANJAM,Public Sector Banks,Rural,Commercial Branches,4.0,789.92,669.62,84.77
FY2022-Q4,Eastern,Odisha,Ganjam,Public Sector Banks,Rural,Specialized Credit Cells,8.0,637.25,528.53,82.94
FY2022-Q4,Eastern,Odisha,Ganjam,Public Sector Banks,Semi-Urban,Commercial Branches,14.0,457.86,324.53,70.88
FY2022-Q4,Eastern,Odisha,Ganjam,Public Sector Banks,Semi-Urban,Specialized Credit Cells,17.0,1386.59,1053.24,75.96
FY2022-Q4,Eastern,Odisha,Ganjam,Public Sector Banks,Urban,Commercial Branches,13.0,2574.31,2011.95,78.16
FY2022-Q4,Eastern,Odisha,Ganjam,Public Sector Banks,Urban,Specialized Credit Cells,24.0,1879.26,1370.49,72.93
FY2022-Q4,Eastern,Odisha,Ganjam,Public Sector Banks,Metropolitan,Commercial Branches,54.0,5859.38,5540.91,94.56
FY2022-Q4,Eastern,Odisha,Ganjam,Public Sector Banks,Metropolitan,Specialized Credit Cells,63.0,5284.53,4731.99,89.54
FY2022-Q4,Eastern,Odisha,Ganjam,Private Sector Banks,Rural,Commercial Branches,6.0,461.21,308.64,66.92
FY2022-Q4,Eastern,Odisha,Ganjam,Private Sector Banks,Rural,Specialized Credit Cells,3.0,427.44,314.99,
FY2022-Q4,Eastern,Odisha,Ganjam,Private Sector Banks,Semi-Urban,Commercial Branches,14.0,1022.38,744.2,72.79
FY2022-Q4,Eastern,ODISHA ,Ganjam,Private Sector Banks,Semi-Urban,Specialized Credit Cells,13.0,996.63,646.07,64.83
FY2022-Q4,Eastern,Odisha,Ganjam,Private Sector Banks,Urban,Commercial Branches,17.0,2862.68,2425.93,84.74
FY2022-Q4,Eastern,Odisha,Ganjam,Private Sector Banks,Urban,Specialized Credit Cells,19.0,2361.63,1821.62,77.13
FY2022-Q4,Eastern,Odisha,Ganjam,Private Sector Banks,Metropolitan,Commercial Branches,54.0,5085.86,4921.22,96.76
FY2022-Q4,Eastern,Odisha,Ganjam,Private Sector Banks,Metropolitan,Specialized Credit Cells,46.0,"1,037.15",1005.53,96.95
